reference_path,query_path,label,pair_type,writer_id_ref,writer_id_query,delta_aspect_ratio,delta_pixel_density,group_vn
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_12_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_12_11.png,0,skilled_forgery,12,12,0.06174225415356971,0.03222873900293255,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_21_15.png,0,skilled_forgery,21,21,0.8907610397745067,0.043519061583577705,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_23.png,0,skilled_forgery,25,25,0.9677419354838712,0.037888563049853365,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_30_23.png,0,skilled_forgery,30,30,0.02310560310875398,0.03533724340175953,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_4_14.png,0,skilled_forgery,4,4,2.7510265024262788,0.012170087976539588,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_14.png,0,skilled_forgery,25,25,0.02686202686202721,0.048944281524926685,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_23.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_4_14.png,0,skilled_forgery,4,4,3.436029097133077,0.011554252199413494,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_30_9.png,0,skilled_forgery,30,30,1.337441705529647,0.06219941348973607,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_53_18.png,0,skilled_forgery,53,53,3.2684426229508197,0.006099706744868035,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_36_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_36_15.png,0,skilled_forgery,36,36,0.5623127093248723,0.041818181818181824,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_20.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_12.png,0,skilled_forgery,25,25,1.9822580645161292,0.04137829912023459,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_30_13.png,0,skilled_forgery,30,30,0.42155538884721167,0.037683284457478,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_7.png,0,skilled_forgery,22,22,0.6167264038231779,0.05642228739002933,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_30_6.png,0,skilled_forgery,30,30,0.05205278592375362,0.06800586510263928,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_3.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_16.png,0,skilled_forgery,25,25,0.853448275862069,0.04269794721407625,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_8.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_53_5.png,0,skilled_forgery,53,53,3.6471036585365857,0.0013196480938416424,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_7.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_55_5.png,0,skilled_forgery,55,55,2.5541795665634677,0.007184750733137828,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_24.png,0,skilled_forgery,25,25,0.9859943977591037,0.051554252199413494,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_30_7.png,0,skilled_forgery,30,30,0.8448540706605223,0.06214076246334311,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_37_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_37_19.png,0,skilled_forgery,37,37,0.6322580645161291,0.034750733137829906,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_55_9.png,0,skilled_forgery,55,55,2.411764705882353,0.003782991202346042,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_16_5.png,0,skilled_forgery,16,16,2.737327188940092,0.0027565982404692095,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_8.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_21_13.png,0,skilled_forgery,21,21,0.758651026392962,0.05381231671554253,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_21_13.png,0,skilled_forgery,21,21,0.8102639296187684,0.04964809384164223,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_30_6.png,0,skilled_forgery,30,30,0.6514533853243529,0.05428152492668622,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_10.png,0,skilled_forgery,22,22,0.4052825286858628,0.04442815249266863,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_20.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_30_5.png,0,skilled_forgery,30,30,0.07392473118279597,0.05299120234604105,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_24_18.png,0,skilled_forgery,24,24,0.3583959899749374,0.03272727272727273,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_36_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_36_11.png,0,skilled_forgery,36,36,1.604414261460102,0.04551319648093841,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_31_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_31_19.png,0,skilled_forgery,31,31,0.12620415377817062,0.03428152492668622,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_53_13.png,0,skilled_forgery,53,53,2.561330561330561,0.010410557184750733,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_24.png,0,skilled_forgery,22,22,0.5651135005973715,0.036246334310850434,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_3.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_22.png,0,skilled_forgery,25,25,0.9610678531701892,0.04117302052785925,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_20.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_21_18.png,0,skilled_forgery,21,21,0.34777489992936195,0.04073313782991202,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_21.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_6.png,0,skilled_forgery,22,22,0.5342293906810035,0.036950146627565975,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_30_7.png,0,skilled_forgery,30,30,0.46218487394957997,0.044516129032258066,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_16_5.png,0,skilled_forgery,16,16,2.562724014336917,0.0008504398826979474,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_4.png,0,skilled_forgery,25,25,0.5394716025945261,0.03346041055718475,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_8.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_30_23.png,0,skilled_forgery,30,30,0.2660056828486792,0.03900293255131965,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_53_10.png,0,skilled_forgery,53,53,2.726495726495726,0.005043988269794724,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_16_6.png,0,skilled_forgery,16,16,2.7408637873754147,0.005102639296187685,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_53_17.png,0,skilled_forgery,53,53,2.4749999999999996,0.006920821114369501,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_30_9.png,0,skilled_forgery,30,30,1.0793837699931315,0.06794721407624632,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_11_16.png,0,skilled_forgery,11,11,2.783882783882784,0.005953079178885632,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_3.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_2.png,0,skilled_forgery,25,25,0.7159065628476085,0.03507331378299121,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_1_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_1_18.png,0,skilled_forgery,1,1,2.4586357039187225,0.0256891495601173,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_37_8.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_37_19.png,0,skilled_forgery,37,37,0.47096774193548396,0.03175953079178885,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_37_21.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_37_6.png,0,skilled_forgery,37,37,0.8445490934777491,0.03495601173020528,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_13.png,0,skilled_forgery,25,25,0.7252747252747251,0.050234604105571845,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_24.png,0,skilled_forgery,25,25,0.9428571428571426,0.05099706744868035,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_21_14.png,0,skilled_forgery,21,21,1.0114187838995146,0.035483870967741936,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_11_17.png,0,skilled_forgery,11,11,2.397558849171752,0.0030498533724340193,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_21.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_53_5.png,0,skilled_forgery,53,53,3.063858695652174,0.003313782991202347,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_21_16.png,0,skilled_forgery,21,21,0.6079727248885392,0.04137829912023461,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_12.png,0,skilled_forgery,25,25,1.6929322218195,0.04806451612903226,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_20.png,0,skilled_forgery,25,25,0.8402307894046682,0.04721407624633431,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_4.png,0,skilled_forgery,22,22,0.48124253285543594,0.04319648093841642,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_18.png,0,skilled_forgery,25,25,1.2596321977690685,0.05354838709677419,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_21.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_29_3.png,0,skilled_forgery,29,29,2.427490542244641,0.0012609970674486819,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_4_23.png,0,skilled_forgery,4,4,3.2551020408163267,0.0292375366568915,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_5_24.png,0,skilled_forgery,5,5,1.2028657616892913,0.032668621700879766,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_16.png,0,skilled_forgery,25,25,1.0576923076923077,0.054105571847507326,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_15.png,0,skilled_forgery,22,22,0.3612903225806452,0.03519061583577712,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_31_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_31_21.png,0,skilled_forgery,31,31,0.07096774193548372,0.041085043988269794,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_9.png,0,skilled_forgery,22,22,0.4256308975202985,0.038914956011730215,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_21_1.png,0,skilled_forgery,21,21,0.5455136893467065,0.05422287390029325,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_7.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_53_9.png,0,skilled_forgery,53,53,2.5925925925925926,0.006480938416422288,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_55_3.png,0,skilled_forgery,55,55,2.587492828456684,0.0011730205278592393,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_16_12.png,0,skilled_forgery,16,16,2.5925925925925926,0.0033431085043988257,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_39_12.png,0,skilled_forgery,39,39,2.405637254901961,0.005894428152492668,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_21_12.png,0,skilled_forgery,21,21,0.6513904338153504,0.03495601173020528,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_53_4.png,0,skilled_forgery,53,53,2.3965141612200433,0.004222873900293255,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_21_24.png,0,skilled_forgery,21,21,0.8740629685157422,0.09504398826979471,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_53_10.png,0,skilled_forgery,53,53,3.4903846153846154,0.00656891495601173,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_31_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_31_23.png,0,skilled_forgery,31,31,0.2058394160583943,0.04178885630498534,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_15.png,0,skilled_forgery,22,22,0.3268251273344651,0.04929618768328446,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_3.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_11_7.png,0,skilled_forgery,11,11,3.349358974358975,0.012521994134897362,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_16_3.png,0,skilled_forgery,16,16,4.128329297820823,0.004281524926686216,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_31_3.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_31_8.png,0,skilled_forgery,31,31,0.06561679790026242,0.03730205278592375,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_30_5.png,0,skilled_forgery,30,30,0.03812056737588687,0.04747800586510264,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_31_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_31_23.png,0,skilled_forgery,31,31,0.13846153846153864,0.03774193548387097,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_21_1.png,0,skilled_forgery,21,21,0.5068040119273516,0.04111436950146627,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_24_2.png,0,skilled_forgery,24,24,0.21718931475029035,0.03302052785923754,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_17.png,0,skilled_forgery,22,22,0.1822612085769979,0.0349266862170088,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_23.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_16_14.png,0,skilled_forgery,16,16,2.426065162907268,0.0012903225806451639,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_4_5.png,0,skilled_forgery,4,4,2.941860465116279,0.015278592375366572,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_3.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_39_21.png,0,skilled_forgery,39,39,3.2301587301587302,0.013695014662756598,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_7.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_11_8.png,0,skilled_forgery,11,11,4.222222222222222,0.009208211143695015,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_4.png,0,skilled_forgery,22,22,0.29898132427843804,0.0456891495601173,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_3.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_21_14.png,0,skilled_forgery,21,21,0.4296612755569118,0.0665982404692082,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_19.png,0,skilled_forgery,25,25,1.322317314022383,0.05055718475073314,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_55_4.png,0,skilled_forgery,55,55,2.6344086021505375,0.0007917888563049869,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_31_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_31_8.png,0,skilled_forgery,31,31,0.15981735159817356,0.03258064516129032,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_2.png,0,skilled_forgery,25,25,0.8660838106722943,0.03671554252199413,Gia co ky nang
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_9.png,0,skilled_forgery,22,22,0.3859859004486219,0.034134897360703825,Gia co ky nang
